Security_Code,Security_Id,Security_Name
531762,UNJHAFOR,UNJHA FORMULATIONS
512408,UNIWSEC,UNIWORTH SECURITIES
514144,UNIWORTH,UNIWORTH
542933,UNIVPHOTO,Universus Photo Imagings 
524408,UNIVSTAR,UNIVERSAL STARCHCHEM ALLIED
504673,UNIVPRIM,UNIVERSAL PRIME ALUMINIUM
523519,UNIOFFICE,UNIVERSAL OFFICE AUTOMATION
504212,UNIVCABLES,UNIVERSAL CABLES
539314,UNIAUTO,Universal Autofoundry 
532378,UNIVARTS,UNIVERSAL ARTS
532746,UNITY,UNITY INFRAPROJECTS
522091,UVDRHOR,UNITED VAN DER HORST
521188,UNITEDTE,UNITED TEXTILES
532432,UNITDSPR,UNITED SPIRITS
507808,UNTTEMI,UNITED LEASING INDUSTRIES
502893,UNITEDINT,UNITED INTERACTIVE
522014,UNIDT,UNITED DRILLING TOOLS
531091,UNITDCR,UNITED CREDIT
532478,UBL,UNITED BREWERIES
531867,UNITINT,UNITECH INTERNATIONAL
507878,UNITECH,UNITECH
532035,UNISTRMU,UNISTAR MULTIMEDIA
538610,UNISON,Unison Metals 
537582,UNISHIRE,Unishire Urban Infra 
526113,UNRYLMA,UNIROYAL MARINE EXPORTS
521226,UNIROYAL,UNIROYAL INDUSTRIES
530997,UNIQUEO,UNIQUE ORGANICS
500429,UNIPHOS,UNIPHOS ENTERPRISES
526799,UNQTYMI,UNION QUALITY PLASTICS
532477,UNIONBANK,UNION BANK OF INDIA
512595,UNIMOVR,UNIMODE OVERSEAS
503671,UNIJOLL,UNIJOLLY INVESTMENTS CO
541503,UNICK,Unick FixAForm And Printers 
506690,UNICHEMLAB,UNICHEM LABORATORIES
504605,UNIABEXAL,UNI ABEX ALLOY PRODUCTS
539798,UMIYA,Umiya Tubes 
500231,UMANGDAIR,UMANG DAIRIES
532538,ULTRACEMCO,ULTRATECH CEMENT
506685,ULTRAMAR,ULTRAMARINE PIGMENTS
538706,ULTRACAB,Ultracab India 
542904,UJJIVANSFB,Ujjivan Small Finance Bank 
539874,UJJIVAN,Ujjivan Financial Services 
533644,UJAAS,Ujaas Energy 
511742,UGROCAP,Ugro Capital 
530363,UGARSUGAR,UGAR SUGAR WORKS
539141,UFO,UFO Moviez India 
500148,UFLEX,UFLEX
539518,UDAYJEW,Uday Jewellery Industries 
530131,UDAICEMENT,UDAIPUR CEMENT WORKS
532505,UCOBANK,UCO BANK
500464,UCALFUEL,UCAL FUEL SYSTEMS
530579,UYFINCORP,U Y Fincorp 
541338,UHZAVERI,U H Zaveri 
526945,TYROON,TYROON TEA CO
539468,TFSL,Typhoon Financial Services 
532384,TYCHE,TYCHE INDUSTRIES
531917,TWINSTAR,Twinstar Industries 
512117,TWIROST,TWIN ROSES TRADES AGENCIES
526921,21STCENMGM,TWENTYFIRST CENTURY MANAGEMENT SERVICES
509243,TVSSRICHAK,TVS SRICHAKRA
532343,TVSMOTOR,TVS MOTOR COMPANY
532513,TVSELECT,TVS ELECTRONICS
532800,TV18BRDCST,TV18 BROADCAST
540083,TVVISION,TV Vision 
532515,TVTODAY,TV TODAY NETWORK
506808,TUTIALKA,TUTICORIN ALKALI CHEMICALS FERTILISERS
531411,TUNITEX,TUNI TEXTILE MILLS
505285,TULIVE,Tulive Developers 
524514,TULASEEBIOE,TULASEE BIOETHANOL
540762,TIINDIA,Tube Investments of India 
514236,TTLEL,TTL Enterprises 
517506,TTKPRESTIG,TTK PRESTIGE
507747,TTKHEALTH,TTK HEALTHCARE
538597,TTIENT,TTI Enterprise 
532444,TSPIRITUAL,TSPIRITUAL WORLD
538579,TRIVIKRAMA,Trivikrama Industries 
533655,TRITURBINE,TRIVENI TURBINE
502281,TRIVENIGQ,TRIVENI GLASS
538569,TRIVENIENT,Triveni Enterprises 
532356,TRIVENI,TRIVENI ENGINEERING INDUSTRIES
505978,TRITONV,TRITON VALVES
531279,TRISHAKT,TRISHAKTI ELECTRONICS INDUSTRIES
512101,TRIPR,TRIOCHEM PRODUCTS
534755,TRIOMERC,TRIO MERCANTILE TRADING
531846,TRINITYLEA,TRINITY LEAGUE INDIA
536565,TRIMURTHI,Trimurthi 
531658,TRIJAL,TRIJAL INDUSTRIES
517562,TRIGYN,TRIGYN TECHNOLOGIES
531972,TRIDETOOL,TRIDENT TOOLS
540726,TTFL,Trident Texofab 
521064,TRIDENT,TRIDENT
531716,TRICOMFRU,Tricom Fruit Products 
534369,TBZ,TRIBHOVANDAS BHIMJI ZAVERI
505854,TRF,TRF
532159,TRESCON,Trescon 
500251,TRENT,TRENT
542233,TREJHARA,Trejhara Solutions 
533540,TREEHOUSE,TREE HOUSE EDUCATION ACCESSORIES
511730,TRCFIN,TRC FINANCIAL SERVICES
532812,TFL,TRANSWARRANTY FINANCE
532349,TCI,TRANSPORT CORPORATION OF INDIA
506687,TRANSPEK,TRANSPEK INDUSTRY
509003,TRANOCE,TRANSOCEANIC PROPERTIES
519367,TRANSFD,TRANSGLOBE FOODS
526139,TRABI,TRANSGENE BIOTEK
513063,TRANSFRE,TRANSFREIGHT CONTAINERS
532928,TRIL,TRANSFORMERS AND RECTIFIERS INDIA
532410,TRANSCOR,TRANSCORP INTERNATIONAL
500422,TRANSCHEM,TRANSCHEM
526961,TRANSFIN,TRANS FINANCIAL RESOURCES
530783,TRANSASIA,TRANS ASIA CORPORATION
509953,TRADWIN,TRADE WINGS
526582,TPLPLAST,TPL PLASTECH
538607,TOYAMIND,Toyam Industries 
531771,TOWASOK,TOWA SOKKI
526650,TFCILTD,TOURISM FINANCE CORPORATION OF INDIA
532779,TORNTPOWER,TORRENT POWER
500420,TORNTPHARM,TORRENT PHARMACEUTICALS
500418,TOKYOPLAST,TOKYO PLAST INTERNATIONAL
531644,TOKYOFIN,TOKYO FINANCE
522171,TMTINDB1,TMT INDIA
511096,TVOLCON,TIVOLI CONSTRUCTION
530045,TITANSEC,TITAN SECURITIES
500114,TITAN,Titan Company 
524717,TITANBIO,TITAN BIOTECH
532966,TWL,TITAGARH WAGONS
539985,TITAANIUM,Titaanium Ten Enterprise 
539040,TTIL,Tirupati Tyres 
524582,TIRUSTA,TIRUPATI STARCH CHEMICALS
531814,TIRSARJ,TIRUPATI SARJAN
540904,TIRUFOAM,Tirupati Foam 
539488,TFLL,Tirupati Finlease 
532375,TIPSINDLTD,TIPS INDUSTRIES
504966,TINPLATE,TINPLATE COMPANY OF INDIA
541741,TINNATFL,Tinna Trade 
530475,TINNARUBR,Tinna Rubber and Infrastructure 
522113,TIMKEN,TIMKEN INDIA
700091,TIMEXPS,Timex Group India 
500414,TIMEX,TIMEX GROUP INDIA
511559,TIMESGTY,TIMES GUARANTY
532856,TIMETECHNO,TIME TECHNOPLAST
507205,TI,TILAKNAGAR INDUSTRIES
503663,TILAK,Tilak Ventures 
505196,TIL,TIL
533629,TIJARIA,TIJARIA POLYPIPES
536264,TIGERLOGS,Tiger Logistics India 
590005,TIDEWATER,TIDE WATER OIL INDIA
540108,TIAANC,Tiaan Consumer 
539871,THYROCARE,Thyrocare Technologies 
533941,THOMASCOTT,THOMAS SCOTT INDIA 
500413,THOMASCOOK,THOMAS COOK INDIA
500412,TIRUMALCHM,THIRUMALAI CHEMICALS
507450,THIRUSUGAR,THIRU AROORAN SUGARS
531652,THIRDFIN,THIRDWAVE FINANCIAL INTERMEDIARIES
538464,TPROJECT,Thirani Projects 
539310,THINKINK,Thinkink Picturez 
500411,THERMAX,THERMAX
530199,THEMISMED,THEMIS MEDICARE
540980,YSL,The Yamuna Syndicate 
500260,RAMCOCEM,The Ramco Cements 
542123,PHOSPHATE,The Phosphate Company 
503100,PHOENIXLTD,The Phoenix Mills 
540769,NIACL,The New India Assurance Company 
540210,TMRVL,The Mandhana Retail Ventures 
530023,THEINVEST,The Investment Trust Of India 
540954,IWP,The Indian Wood Products Company 
522073,HITECHGEAR,The HiTech Gears 
531373,THEBYKE,THE BYKE HOSPITALITY
542460,ANUP,The Anup Engineering 
533158,THANGAMAYL,Thangamayil Jewellery 
514484,THAMBBI,THAMBBI MODERN SPINNING MILLS
509015,THAKRAL,THAKRAL SERVICES INDIA
526654,THAKDEV,THAKKERS DEVELOPERS
509945,THACKER,THACKER CO
507753,TGVSL,TGV Sraac 
532845,TGBHOTELS,TGB BANQUETS AND HOTELS
533164,TEXMOPIPES,TEXMO PIPES PRODUCTS
533326,TEXRAIL,TEXMACO RAIL ENGINEERING
505400,TEXINFRA,TEXMACO INFRASTRUCTURE HOLDINGS
526638,TEXELIN,TEXEL INDUSTRIES
513305,TERRASCOPE,Terrascope Ventures 
512157,TERRAREAL,Terraform Realstate 
506162,TERRAFORM,TERRAFORM MAGNUM
530533,TERAI,TERAI TEA CO
533982,TERASOFT,TERA SOFTWARE
530595,TELECANOR,TELECANOR GLOBAL
539428,TEJNAKSH,Tejnaksh Healthcare 
531628,TEJASSVI,Tejassvi Aaharam 
540595,TEJASNET,Tejas Networks 
501421,TECHNVISN,TECHNVISION VENTURES
509917,TECHCON,TECHNOJET CONSULTANTS
533216,TECHNOFAB,TECHNOFAB ENGINEERING 
532804,TIIL,TECHNOCRAFT INDUSTRIES INDIA
542141,TECHNOE,Techno Electric Engineering Company 
526576,TECHIN,TECHINDIA NIRMAN 
532755,TECHM,TECH MAHINDRA
539658,TEAMLEASE,TeamLease Services 
512011,TEATIME,TEA TIME
523301,TCPLPACK,TCPL PACKAGING
541700,TCNSBRANDS,TCNS Clothing Co 
524156,TCMLMTD,TCM
532262,TCIIND,TCI INDUSTRIES
501242,TCIFINANCE,TCI FINANCE
540212,TCIEXP,TCI Express 
533393,TCIDEVELOP,TCI DEVELOPERS
532284,TCFCFINQ,TCFC FINANCE
504961,TATAYODOGA,TAYO ROLLS
541228,TRL,Taylormade Renewables 
531190,TAVERNIER,Tavernier Resources Limi
521228,TATIAGLOB,TATIA GLOBAL VENNTURE
541678,TVF1G,Tata Vaue Fund Series 1 Regular Plan Growth Option
541676,TVF1D,Tata Vaue Fund Series 1 Regular Plan Dividend Payout Option
541679,TVF1GZ,Tata Vaue Fund Series 1 Direct Plan Growth Option
541677,TVF1DZ,Tata Vaue Fund Series 1 Direct Plan Dividend Payout Option
541744,TVF2G,TATA Value Fund Series 2 Regular Plan Growth Option
541742,TVF2D,TATA Value Fund Series 2 Regular Plan Dividend Payout Option
541745,TVF2GZ,TATA Value Fund Series 2 Direct Plan Growth Option
541743,TVF2DZ,TATA Value Fund Series 2 Direct Plan Dividend Payout Option
532371,TTML,TATA TELESERVICES MAHARASHTRA
513010,TATASTLLP,Tata Steel Long Products 
500055,TATASTLBSL,Tata Steel Bsl 
500470,TATASTEEL,TATA STEEL
500400,TATAPOWER,TATA POWER CO
570001,TATAMTRDVR,Tata Motors  DVR
500570,TATAMOTORS,TATA MOTORS
513434,TATAMETALI,TATA METALIKS
501301,TATAINVEST,TATA INVESTMENT CORPORATION
500408,TATAELXSI,TATA ELXSI
500800,TATACONSUM,Tata Consumer Products 
532540,TCS,TATA CONSULTANCY SERVICES
500483,TATACOMM,TATA COMMUNICATIONS
532301,TATACOFFEE,TATA COFFEE
500770,TATACHEM,TATA CHEMICALS
540955,TDSL,Tasty Dairy Specialities 
519091,TASTYBIT,TASTY BITE EATABLES
512271,TASHIND,TASHI INDIA
532869,TARMAT,TARMAT
538496,TARINI,Tarini International 
519285,TARAI,TARAI FOODS
505685,TAPARIA,TAPARIA TOOLS
540332,TANVI,Tanvi Foods India 
532738,TANTIACONS,TANTIA CONSTRUCTIONS
532790,TANLA,Tanla Platforms 
506854,TANFACIND,TANFAC INDUSTRIES
522229,TANAA,TANEJA AEROSPACE AVIATION
523419,TNTELE,TAMILNADU TELECOMMUNICATIONS
513540,TNSTLTU,TAMILNADU STEEL TUBES
500777,TNPETRO,TAMILNADU PETROPRODUCTS
531426,TNPL,TAMIL NADU NEWSPRINT PAPERS
533170,TAMBOLI,TAMBOLI CAPITAL
538987,TALBROSENG,Talbros Engineering 
505160,TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS
532890,TAKE,TAKE SOLUTIONS
532390,TAJGVK,TAJGVK HOTELS RESORTS
507785,TAINWALCHM,TAINWALA CHEMICALS PLASTICS INDIA
519483,TAIIND,TAI INDUSTRIES
537392,TAAZAINT,Taaza International 
539956,TAALENT,TAAL Enterprises 
514142,TTL,T T
522294,TIGLOB,T I GLOBAL
533553,TDPOWERSYS,T D POWER SYSTEMS
526506,SYSTMTXC,SYSTEMATIX CORPORATE SERVICES
531173,SYSCHEM,SYSCHEM INDIA
513307,SYNTHFO,SYNTHIKO FOILS
539268,SYNGENE,Syngene International 
541929,SGIL,Synergy Green Industries 
533157,SYNCOM,Syncom Healthcare 
524470,SYNCOMF,SYNCOM FORMULATIONS INDIA
517385,SYMPHONY,Symphony 
539278,SYMBIOX,Symbiox Investment Trading Company 
511447,SYLPH,SYLPH TECHNOLOGIES
539682,SESL,Sylph Education Solutions 
531499,SYBLY,SYBLY INDUSTRIES
512359,SWORDEDGE,SwordEdge Commercials 
517201,SWITCHTE,SWITCHING TECHNOLOGIES GUNTHER
532051,SWELECTES,Swelect Energy Systems 
530585,SWASTIKA,SWASTIKA INVESTMART
501386,ZSWASTSA,SWASTIK SAFE DEPOSIT INVESTMENTS
510245,SWASTIVI,SWASTI VINAYAKA SYNTHETICS
512257,SVARTCORP,Swasti Vinayaka Art And Heritage Corporation 
526365,SWARNSAR,Swarnsarita Gems 
531003,SWRNASE,SWARNA SECURITIES
500407,SWARAJENG,SWARAJ ENGINES
503310,SWANENERGY,SWAN ENERGY
539406,SWAGTAM,Swagtam Trading Services 
531909,SWAGRUHA,SWAGRUHA INFRASTRUCTURE
503816,SWADPOL,SWADESHI POLYTEX
506863,SWADEIN,SWADESHI INDUSTRIES LEASING CO
503659,SW1,SW Investments 
503622,ZSVTRADI,SVTRADING AGENCIES
539041,SVPHOUSING,SVP Housing 
505590,SVPGLOB,SVP GLOBAL VENTURES
524488,SVCIND,SVC INDUSTRIES 
539911,SNIM,Svarnim Trade Udyog 
503624,ZSVARAJT,SVARAJ TRADING AGENCIES
523722,SVAMSOF,SVAM SOFTWARE
531885,SVAINDIA,SVA INDIA
532667,SUZLON,SUZLON ENERGY
537259,SUYOG,Suyog Telematics 
531640,SICL,Suvidha Infraestate Corporation 
543064,SUVENPHAR,Suven Pharmaceuticals 
530239,SUVEN,SUVEN LIFE SCIENCES
532782,SUTLEJTEX,SUTLEJ TEXTILES INDUSTRIES
519604,SURFI,SURYO FOODS INDUSTRIES
514140,SURYVANSP,SURYAVANSHI SPINNING MILLS
514138,SURYALA,SURYALATA SPINNING MILLS
521200,SURYALAXMI,SURYALAKSHMI COTTON MILLS
511185,SURYAKR,SURYAKRIPA FINANCE
532874,SURYACHAKRA,SURYACHAKRA POWER CORPORATION
533101,SURYAAMBA,SURYAAMBA SPINNING MILLS
500336,SURYAROSNI,SURYA ROSHNI
539253,SURYAINDIA,Surya India 
514260,SURBHIN,SURBHI INDUSTRIES
543218,SBGLP,Suratwwala Business Group 
530185,SURATEX,SURAT TEXTILE MILLS
517530,SURANATP,Surana Telecom And Power 
533298,SURANASOL,Surana Solar 
518075,SURAJ,SURAJ PRODUCTS
531638,SURAJLTD,SURAJ
534733,SUPREMEX,Supremex Shine Steels 
500405,SUPPETRO,SUPREME PETROCHEM
532904,SUPREMEINF,SUPREME INFRASTRUCTURE INDIA
509930,SUPREMEIND,SUPREME INDUSTRIES
530677,SUPREME,SUPREME HOLDINGS HOSPITALITY INDIA
532509,SUPRAJIT,SUPRAJIT ENGINEERING
511539,SUPRATRE,Supra Trends 
540168,SUPRAP,Supra Pacific Management Consultancy 
526133,SUPERTEX,SUPERTEX INDUSTRIES
541701,SUPERSHAKT,Supershakti Metaliks 
780008,SUPERNOVA,Supernova Advertising 
519234,SIEL,Superior Industrial Enterprises 
539835,SUPERIOR,Superior Finlease 
523283,SUPERHOUSE,SUPERHOUSE
532070,SUPRBPA,SUPERB PAPERS
523842,SUPTANERY,Super Tannery 
521180,SUPERSPIN,SUPER SPINNING MILLS
512527,SUPER,SUPER SALES INDIA
540269,SKL,Super Fine Knitters 
530883,SUCROSA,SUPER CROP SAFE
530735,SUPERBAK,SUPER BAKERS INDIA
512179,SUNTECK,SUNTECK REALTY
539574,SCL,Sunshine Capital 
530845,SUNSHIEL,SUNSHIELD CHEMICALS
501110,SUNRINV,SUNRISE INDUSTRIAL TRADERS
523425,SUNRAJDI,SUNRAJ DIAMOND EXPORTS
521232,SUNILTX,SUNIL INDUSTRIES
537253,SUNLOC,Sunil Healthcare 
530953,SUNILAGR,SUNIL AGRO FOODS
